"Year","Recipient country","ODA Grants","ODA Loans","Share","Donor"
"2018","Democratic People's Republic of Korea",3.433844,0,"0%","Germany"
"2019","Democratic People's Republic of Korea",1.953794,0,"0%","Germany"
"2020","Democratic People's Republic of Korea",2.026535,0,"0%","Germany"
"2021","Democratic People's Republic of Korea",1.984479,0,"0%","Germany"
"2022","Democratic People's Republic of Korea",2.212978,0,"0%","Germany"
"2018","Fiji",2.880913,0,"0%","Germany"
"2019","Fiji",1.90696,0,"0%","Germany"
"2020","Fiji",1.973997,0,"0%","Germany"
"2021","Fiji",1.325547,0,"0%","Germany"
"2022","Fiji",1.907053,0,"0%","Germany"
"2018","Cuba",3.844018,0,"0%","Germany"
"2019","Cuba",3.379404,0,"0%","Germany"
"2020","Cuba",2.704484,0,"0%","Germany"
"2021","Cuba",1.956463,0,"0%","Germany"
"2022","Cuba",1.837598,0,"0%","Germany"
"2018","Eritrea",4.672133,0,"0%","Germany"
"2019","Eritrea",4.792958,0,"0%","Germany"
"2020","Eritrea",4.111611,0,"0%","Germany"
"2021","Eritrea",3.836399,0,"0%","Germany"
"2022","Eritrea",1.662559,0,"0%","Germany"
"2018","Gambia",3.234043,0,"0%","Germany"
"2019","Gambia",1.745549,0,"0%","Germany"
"2020","Gambia",2.990637,0,"0%","Germany"
"2021","Gambia",2.150935,0,"0%","Germany"
"2022","Gambia",1.439394,0,"0%","Germany"
"2018","Turkmenistan",1.714007,0,"0%","Germany"
"2019","Turkmenistan",1.752973,0,"0%","Germany"
"2020","Turkmenistan",1.876603,0,"0%","Germany"
"2021","Turkmenistan",1.424675,0,"0%","Germany"
"2022","Turkmenistan",1.32394,0,"0%","Germany"
"2018","Botswana",0.718757,0,"0%","Germany"
"2019","Botswana",1.693125,0,"0%","Germany"
"2020","Botswana",1.388118,0,"0%","Germany"
"2021","Botswana",1.306416,0,"0%","Germany"
"2022","Botswana",1.288236,0,"0%","Germany"
"2018","Guyana",0.052894,0,"0%","Germany"
"2019","Guyana",0.322537,0,"0%","Germany"
"2020","Guyana",0.505126,0,"0%","Germany"
"2021","Guyana",0.770677,0,"0%","Germany"
"2022","Guyana",1.285876,0,"0%","Germany"
"2018","Panama",0.932692,0,"0%","Germany"
"2019","Panama",1.062987,0,"0%","Germany"
"2020","Panama",1.108834,0,"0%","Germany"
"2021","Panama",0.947879,0,"0%","Germany"
"2022","Panama",0.980811,0,"0%","Germany"
"2018","Lesotho",1.22888,0,"0%","Germany"
"2019","Lesotho",0.904427,0,"0%","Germany"
"2020","Lesotho",1.313942,0,"0%","Germany"
"2021","Lesotho",1.099783,0,"0%","Germany"
"2022","Lesotho",0.855053,0,"0%","Germany"
"2018","Cabo Verde",0.088442,0,"0%","Germany"
"2019","Cabo Verde",1.005444,0,"0%","Germany"
"2020","Cabo Verde",1.039571,0,"0%","Germany"
"2021","Cabo Verde",1.08876,0,"0%","Germany"
"2022","Cabo Verde",0.715683,0,"0%","Germany"
"2018","Gabon",0.735076,0,"0%","Germany"
"2019","Gabon",0.715903,0,"0%","Germany"
"2020","Gabon",0.691589,0,"0%","Germany"
"2021","Gabon",0.778196,0,"0%","Germany"
"2022","Gabon",0.658211,0,"0%","Germany"
"2018","Congo",0.659589,0,"0%","Germany"
"2019","Congo",0.718143,0,"0%","Germany"
"2020","Congo",0.624718,0,"0%","Germany"
"2021","Congo",0.696546,0,"0%","Germany"
"2022","Congo",0.510172,0,"0%","Germany"
"2018","Maldives",0.047782,0,"0%","Germany"
"2019","Maldives",0.381768,0,"0%","Germany"
"2020","Maldives",0.574314,0,"0%","Germany"
"2021","Maldives",0.373062,0,"0%","Germany"
"2022","Maldives",0.496962,0,"0%","Germany"
"2018","Grenada",0.956664,0,"0%","Germany"
"2019","Grenada",0.680548,0,"0%","Germany"
"2020","Grenada",0.450681,0,"0%","Germany"
"2021","Grenada",0.727421,0,"0%","Germany"
"2022","Grenada",0.422148,0,"0%","Germany"
"2018","Jamaica",0.535749,0,"0%","Germany"
"2019","Jamaica",0.294001,0,"0%","Germany"
"2020","Jamaica",0.295741,0,"0%","Germany"
"2021","Jamaica",0.254585,0,"0%","Germany"
"2022","Jamaica",0.362045,0,"0%","Germany"
"2018","Solomon Islands",0.38738,0,"0%","Germany"
"2019","Solomon Islands",0.444011,0,"0%","Germany"
"2020","Solomon Islands",0.475098,0,"0%","Germany"
"2021","Solomon Islands",0.430078,0,"0%","Germany"
"2022","Solomon Islands",0.261653,0,"0%","Germany"
"2018","Samoa",0,0,NA,"Germany"
"2019","Samoa",0.014816,0,"0%","Germany"
"2020","Samoa",0.029705,0,"0%","Germany"
"2021","Samoa",0.148213,0,"0%","Germany"
"2022","Samoa",0.20113,0,"0%","Germany"
"2018","Djibouti",0.383618,0,"0%","Germany"
"2019","Djibouti",0.982782,0,"0%","Germany"
"2020","Djibouti",0.455873,0,"0%","Germany"
"2021","Djibouti",0.175746,0,"0%","Germany"
"2022","Djibouti",0.193775,0,"0%","Germany"
"2018","Guinea-Bissau",0.28883,0,"0%","Germany"
"2019","Guinea-Bissau",0.324084,0,"0%","Germany"
"2020","Guinea-Bissau",0.42537,0,"0%","Germany"
"2021","Guinea-Bissau",0.314871,0,"0%","Germany"
"2022","Guinea-Bissau",0.189306,0,"0%","Germany"
"2018","Dominica",0.046576,0,"0%","Germany"
"2019","Dominica",0.111443,0,"0%","Germany"
"2020","Dominica",0.12687,0,"0%","Germany"
"2021","Dominica",0.124853,0,"0%","Germany"
"2022","Dominica",0.161943,0,"0%","Germany"
"2018","Eswatini",0.532292,0,"0%","Germany"
"2019","Eswatini",0.601096,0,"0%","Germany"
"2020","Eswatini",0.356802,0,"0%","Germany"
"2021","Eswatini",0.378845,0,"0%","Germany"
"2022","Eswatini",0.09146,0,"0%","Germany"
"2018","Suriname",0.056594,0,"0%","Germany"
"2019","Suriname",0.076183,0,"0%","Germany"
"2020","Suriname",0.088955,0,"0%","Germany"
"2021","Suriname",0.139157,0,"0%","Germany"
"2022","Suriname",0.066492,0,"0%","Germany"
"2018","Tonga",0.04638,0,"0%","Germany"
"2019","Tonga",0.32804,0,"0%","Germany"
"2020","Tonga",0.170416,0,"0%","Germany"
"2021","Tonga",0.052938,0,"0%","Germany"
"2022","Tonga",0.058057,0,"0%","Germany"
"2018","Palau",0.004863,0,"0%","Germany"
"2019","Palau",0.054596,0,"0%","Germany"
"2020","Palau",0.081293,0,"0%","Germany"
"2021","Palau",0.048338,0,"0%","Germany"
"2022","Palau",0.046297,0,"0%","Germany"
"2018","Saint Vincent and the Grenadines",0.002898,0,"0%","Germany"
"2019","Saint Vincent and the Grenadines",0.002795,0,"0%","Germany"
"2020","Saint Vincent and the Grenadines",0.003914,0,"0%","Germany"
"2021","Saint Vincent and the Grenadines",0.019108,0,"0%","Germany"
"2022","Saint Vincent and the Grenadines",0.04118,0,"0%","Germany"
"2018","Comoros",0.015056,0,"0%","Germany"
"2019","Comoros",0.021065,0,"0%","Germany"
"2020","Comoros",0.014525,0,"0%","Germany"
"2021","Comoros",0.022066,0,"0%","Germany"
"2022","Comoros",0.040888,0,"0%","Germany"
"2018","Vanuatu",0,0,NA,"Germany"
"2019","Vanuatu",0,0,NA,"Germany"
"2020","Vanuatu",0,0,NA,"Germany"
"2021","Vanuatu",0,0,NA,"Germany"
"2022","Vanuatu",0.025622,0,"0%","Germany"
"2018","Saint Lucia",0.02087,0,"0%","Germany"
"2019","Saint Lucia",0.027961,0,"0%","Germany"
"2020","Saint Lucia",0.02908,0,"0%","Germany"
"2021","Saint Lucia",0.021687,0,"0%","Germany"
"2022","Saint Lucia",0.024658,0,"0%","Germany"
"2018","Equatorial Guinea",0.022481,0,"0%","Germany"
"2019","Equatorial Guinea",0.01642,0,"0%","Germany"
"2020","Equatorial Guinea",0.024153,0,"0%","Germany"
"2021","Equatorial Guinea",0.007387,0,"0%","Germany"
"2022","Equatorial Guinea",0.020311,0,"0%","Germany"
"2018","Belize",0.029346,0,"0%","Germany"
"2019","Belize",0.091379,0,"0%","Germany"
"2020","Belize",0.089574,0,"0%","Germany"
"2021","Belize",0.109846,0,"0%","Germany"
"2022","Belize",0.018721,0,"0%","Germany"
"2018","Kiribati",0.316069,0,"0%","Germany"
"2019","Kiribati",0,0,NA,"Germany"
"2020","Kiribati",0,0,NA,"Germany"
"2021","Kiribati",0,0,NA,"Germany"
"2022","Kiribati",0.014545,0,"0%","Germany"
"2018","Wallis and Futuna",0,0,NA,"Germany"
"2019","Wallis and Futuna",0,0,NA,"Germany"
"2020","Wallis and Futuna",0,0,NA,"Germany"
"2021","Wallis and Futuna",0.00649,0,"0%","Germany"
"2022","Wallis and Futuna",0.006566,0,"0%","Germany"
"2018","Micronesia",0.017605,0,"0%","Germany"
"2019","Micronesia",0,0,NA,"Germany"
"2020","Micronesia",0,0,NA,"Germany"
"2021","Micronesia",0,0,NA,"Germany"
"2022","Micronesia",0.005236,0,"0%","Germany"
"2018","Antigua and Barbuda",0.017152,0,"0%","Germany"
"2019","Antigua and Barbuda",0,0,NA,"Germany"
"2020","Antigua and Barbuda",0.00518,0,"0%","Germany"
"2021","Antigua and Barbuda",0,0,NA,"Germany"
"2022","Antigua and Barbuda",0,0,NA,"Germany"
"2018","Cook Islands",0.013375,0,"0%","Germany"
"2019","Cook Islands",0.001911,0,"0%","Germany"
"2020","Cook Islands",0,0,NA,"Germany"
"2021","Cook Islands",0,0,NA,"Germany"
"2022","Cook Islands",0,0,NA,"Germany"
"2018","Saint Helena",0.007673,0,"0%","Germany"
"2019","Saint Helena",0,0,NA,"Germany"
"2020","Saint Helena",0,0,NA,"Germany"
"2021","Saint Helena",0,0,NA,"Germany"
"2022","Saint Helena",0,0,NA,"Germany"
"2018","Sao Tome and Principe",0,0,NA,"Germany"
"2019","Sao Tome and Principe",0,0,NA,"Germany"
"2020","Sao Tome and Principe",0.001383,0,"0%","Germany"
"2021","Sao Tome and Principe",0,0,NA,"Germany"
"2022","Sao Tome and Principe",0,0,NA,"Germany"
"2018","Tokelau",0.010798,0,"0%","Germany"
"2019","Tokelau",0.010819,0,"0%","Germany"
"2020","Tokelau",0.010566,0,"0%","Germany"
"2021","Tokelau",0,0,NA,"Germany"
"2022","Tokelau",0,0,NA,"Germany"
"2018","Tuvalu",0,0,NA,"Germany"
"2019","Tuvalu",0,0,NA,"Germany"
"2020","Tuvalu",0,0,NA,"Germany"
"2021","Tuvalu",0,0,NA,"Germany"
"2022","Tuvalu",0,0,NA,"Germany"
