Donor,Year,ODA AS % GNI,Total ODA
Portugal,2018,0.18%,447.72048213860006
Portugal,2019,0.17%,462.46700110940003
Portugal,2020,0.18%,448.483246365
Portugal,2021,0.18%,471.26690454
Portugal,2022,0.21%,575.0084700000001
Portugal,2023,0.19%,529.1338848402
Portugal,2024,0.17%,537.0928
Portugal,2025,0.17%,550.3
