Donor,Year,ODA AS % GNI,Total ODA
Spain,2018,0.2%,3064.2281851992
Spain,2019,0.21%,3243.1094345314996
Spain,2020,0.23%,3196.5032608802003
Spain,2021,0.26%,3658.4261911251
Spain,2022,0.3%,4637.667391
Spain,2023,0.24%,3879.9819714395003
Spain,2024,0.23%,4083.8955
Spain,2025,0.22%,3979.7643
