Year,Multi_short,ODA,Share,Full Name,Donor
2021,International Centre for Advanced Mediterranean Agronomic Studies ,0.0,0.0%,International Centre for Advanced Mediterranean Agronomic Studies ,Greece
2021,World Intellectual Property Organisation ,0.0,0.0%,World Intellectual Property Organisation ,Greece
2022,European Commission - Development Share of Budget,219.8,0.41%,European Commission - Development Share of Budget,Greece
2022,European Commission - European Development Fund,47.58,0.09%,European Commission - European Development Fund,Greece
2022,International Organisation of the Francophonie,2.9,0.01%,International Organisation of the Francophonie,Greece
2022,World Health Organisation - assessed contributions,2.39,0.0%,World Health Organisation - assessed contributions,Greece
2022,"United Nations Department of Peace Operations - UN peacekeeping operations [only MINURSO, MINUSCA, MINUSMA, MINUJUSTH, MONUSCO, UNAMID, UNIFIL, UNISFA, UNMIK, UNMIL, UNMISS, UNOCI]. Report contributions mission by mission in CRS++.",2.04,0.0%,"United Nations Department of Peace Operations - UN peacekeeping operations [only MINURSO, MINUSCA, MINUSMA, MINUJUSTH, MONUSCO, UNAMID, UNIFIL, UNISFA, UNMIK, UNMIL, UNMISS, UNOCI]. Report contributions mission by mission in CRS++.",Greece
2022,UNEP,1.89,0.0%,United Nations Environment Programme ,Greece
2022,UN,1.81,0.0%,United Nations,Greece
2022,FAO,1.55,0.0%,Food and Agricultural Organisation,Greece
2022,International Labour Organisation - Assessed Contributions,0.96,0.0%,International Labour Organisation - Assessed Contributions,Greece
2022,AIIB,0.37,0.0%,Asian Infrastructure Investment Bank,Greece
2022,UNICEF,0.34,0.0%,United Nations Children's Fund ,Greece
2022,International Centre for Advanced Mediterranean Agronomic Studies ,0.29,0.0%,International Centre for Advanced Mediterranean Agronomic Studies ,Greece
2022,Organisation of the Black Sea Economic Cooperation,0.22,0.0%,Organisation of the Black Sea Economic Cooperation,Greece
2022,European and Mediterranean Plant Protection Organisation ,0.1,0.0%,European and Mediterranean Plant Protection Organisation ,Greece
2022,International Telecommunications Union,0.07,0.0%,International Telecommunications Union,Greece
2022,UNRWA,0.07,0.0%,United Nations Relief and Works Agency for Palestine Refugees in the Near East,Greece
2022,United Nations Framework Convention on Climate Change ,0.07,0.0%,United Nations Framework Convention on Climate Change ,Greece
2022,International Renewable Energy Agency,0.06,0.0%,International Renewable Energy Agency,Greece
2022,WOAH,0.06,0.0%,World Organisation for Animal Health,Greece
2022,Organisation for Economic Co-operation and Development (Contributions to special funds for Technical Co-operation Activities Only) ,0.06,0.0%,Organisation for Economic Co-operation and Development (Contributions to special funds for Technical Co-operation Activities Only) ,Greece
2022,Council of Europe,0.05,0.0%,Council of Europe,Greece
2022,United Nations Office of the High Commissioner for Refugees,0.05,0.0%,United Nations Office of the High Commissioner for Refugees,Greece
2022,United Nations Office of Co-ordination of Humanitarian Affairs ,0.03,0.0%,United Nations Office of Co-ordination of Humanitarian Affairs ,Greece
2022,Universal Postal Union ,0.03,0.0%,Universal Postal Union ,Greece
2022,UNFPA,0.03,0.0%,United Nations Population Fund ,Greece
2022,United Nations Economic Commission for Europe (extrabudgetary contributions only),0.02,0.0%,United Nations Economic Commission for Europe (extrabudgetary contributions only),Greece
2022,World Intellectual Property Organisation ,0.0,0.0%,World Intellectual Property Organisation ,Greece
2022,UNWTO,0.0,0.0%,World Tourism Organization,Greece
2022,International Organisation for Migration ,0.0,0.0%,International Organisation for Migration ,Greece
2023,European Commission - Development Share of Budget,215.7,0.35%,European Commission - Development Share of Budget,Greece
2023,European Commission - European Development Fund,33.65,0.05%,European Commission - European Development Fund,Greece
2023,International Monetary Fund - Poverty Reduction and Growth Trust ,17.41,0.03%,International Monetary Fund - Poverty Reduction and Growth Trust ,Greece
2023,International Organisation of the Francophonie,2.74,0.0%,International Organisation of the Francophonie,Greece
2023,"United Nations Department of Peace Operations - UN peacekeeping operations [only MINURSO, MINUSCA, MINUSMA, MINUJUSTH, MONUSCO, UNAMID, UNIFIL, UNISFA, UNMIK, UNMIL, UNMISS, UNOCI]. Report contributions mission by mission in CRS++.",2.44,0.0%,"United Nations Department of Peace Operations - UN peacekeeping operations [only MINURSO, MINUSCA, MINUSMA, MINUJUSTH, MONUSCO, UNAMID, UNIFIL, UNISFA, UNMIK, UNMIL, UNMISS, UNOCI]. Report contributions mission by mission in CRS++.",Greece
2023,UN,1.75,0.0%,United Nations,Greece
2023,MLF-MP,1.59,0.0%,Multilateral Fund for the Implementation of the Montreal Protocol ,Greece
2023,International Labour Organisation - Assessed Contributions,0.83,0.0%,International Labour Organisation - Assessed Contributions,Greece
2023,AIIB,0.34,0.0%,Asian Infrastructure Investment Bank,Greece
2023,Organisation of the Black Sea Economic Cooperation,0.21,0.0%,Organisation of the Black Sea Economic Cooperation,Greece
2023,CERF,0.11,0.0%,Central Emergency Response Fund,Greece
2023,United Nations Office of Co-ordination of Humanitarian Affairs ,0.11,0.0%,United Nations Office of Co-ordination of Humanitarian Affairs ,Greece
2023,United Nations Framework Convention on Climate Change ,0.05,0.0%,United Nations Framework Convention on Climate Change ,Greece
2023,International Renewable Energy Agency,0.04,0.0%,International Renewable Energy Agency,Greece
2023,UNRWA,0.04,0.0%,United Nations Relief and Works Agency for Palestine Refugees in the Near East,Greece
2023,Universal Postal Union ,0.03,0.0%,Universal Postal Union ,Greece
2023,"United Nations Educational, Scientific and Cultural Organisation",0.0,0.0%,"United Nations Educational, Scientific and Cultural Organisation",Greece
2023,World Intellectual Property Organisation ,0.0,0.0%,World Intellectual Property Organisation ,Greece
