Donor,Year,ODA AS % GNI,Total ODA
Latvia,2019,0.1%,41.027894
Latvia,2020,0.12%,46.531185
Latvia,2021,0.12%,50.888644
Latvia,2022,0.36%,157.990263
Latvia,2023,0.34%,140.930705
Latvia,2024,0.26%,109.747276
