Donor,Year,ODA AS % GNI,Total ODA
Iceland,2019,0.25%,69.529758
Iceland,2020,0.27%,69.563478
Iceland,2021,0.28%,75.028393
Iceland,2022,0.34%,97.82202
Iceland,2023,0.35%,110.76
Iceland,2024,0.33%,106.766593
Iceland,2025,0.25%,82.0
Iceland,2026,0.25%,83.0
