Donor,Year,ODA AS % GNI,Total ODA
Slovenia,2019,0.17%,103.233521
Slovenia,2020,0.17%,103.63065
Slovenia,2021,0.19%,124.536286
Slovenia,2022,0.29%,190.90545
Slovenia,2023,0.24%,163.67
Slovenia,2024,0.23%,160.737675
Slovenia,2025,0.16%,112.0
Slovenia,2026,0.16%,115.0
