Donor,Year,ODA AS % GNI,Total ODA
Sweden,2018,1.07%,5903.9339577192
Sweden,2019,0.96%,5434.8634676466
Sweden,2020,1.14%,6327.6718968216
Sweden,2021,0.91%,5367.379716480599
Sweden,2022,0.89%,5491.809414
Sweden,2023,0.93%,5622.031531233
Sweden,2024,0.84%,5185.9547999999995
Sweden,2025,0.8%,5066.217
