Donor,Year,ODA AS % GNI,Total ODA
Denmark,2018,0.72%,2702.517272182
Denmark,2019,0.72%,2785.387316733
Denmark,2020,0.72%,2756.4044430930003
Denmark,2021,0.71%,2837.6099237955004
Denmark,2022,0.67%,2802.775465
Denmark,2023,0.73%,3056.6031938155
Denmark,2024,0.79%,3397.6285000000003
Denmark,2025,0.7%,3071.9255000000003
