Year,Multi_short,ODA,Share,Full Name,Donor
2020,Organization for Security and Co-operation in Europe,0.26,0.0%,Organization for Security and Co-operation in Europe,Slovenia
2020,MLF-MP,0.24,0.0%,Multilateral Fund for the Implementation of the Montreal Protocol ,Slovenia
2020,International Labour Organisation - Assessed Contributions,0.22,0.0%,International Labour Organisation - Assessed Contributions,Slovenia
2020,"United Nations Educational, Scientific and Cultural Organisation",0.17,0.0%,"United Nations Educational, Scientific and Cultural Organisation",Slovenia
2020,UNEP,0.15,0.0%,United Nations Environment Programme ,Slovenia
2020,UNWTO,0.13,0.0%,World Tourism Organization,Slovenia
2020,International Atomic Energy Agency - assessed contributions,0.12,0.0%,International Atomic Energy Agency - assessed contributions,Slovenia
2020,European and Mediterranean Plant Protection Organisation ,0.08,0.0%,European and Mediterranean Plant Protection Organisation ,Slovenia
2020,International Organisation for Migration ,0.05,0.0%,International Organisation for Migration ,Slovenia
2020,UNICEF,0.04,0.0%,United Nations Children's Fund ,Slovenia
2020,UNDCO,0.02,0.0%,United Nations Development Coordination Office,Slovenia
2020,International Telecommunications Union,0.02,0.0%,International Telecommunications Union,Slovenia
2020,OECD Development Centre ,0.02,0.0%,OECD Development Centre ,Slovenia
2020,International Renewable Energy Agency,0.02,0.0%,International Renewable Energy Agency,Slovenia
2020,International Organisation of the Francophonie,0.01,0.0%,International Organisation of the Francophonie,Slovenia
2020,Universal Postal Union ,0.01,0.0%,Universal Postal Union ,Slovenia
2020,United Nations Framework Convention on Climate Change ,0.01,0.0%,United Nations Framework Convention on Climate Change ,Slovenia
2020,CITES,0.01,0.0%,Convention on International Trade in Endangered Species of Wild Flora and Fauna,Slovenia
2020,Convention to Combat Desertification ,0.01,0.0%,Convention to Combat Desertification ,Slovenia
2020,ICGEB,0.0,0.0%,International Centre for Genetic Engineering and Biotechnology,Slovenia
2020,WOAH,0.0,0.0%,World Organisation for Animal Health,Slovenia
2020,IFC,0.0,0.0%,International Finance Corporation ,Slovenia
2020,World Intellectual Property Organisation ,0.0,0.0%,World Intellectual Property Organisation ,Slovenia
2020,World Meteorological Organisation ,0.0,0.0%,World Meteorological Organisation ,Slovenia
2021,European Commission - Development Share of Budget,50.31,0.09%,European Commission - Development Share of Budget,Slovenia
2021,European Commission - European Development Fund,10.43,0.02%,European Commission - European Development Fund,Slovenia
2021,GEF-TF,2.91,0.01%,Global Environment Facility Trust Fund,Slovenia
2021,CEF,1.53,0.0%,Center of Excellence in Finance,Slovenia
2021,IFC,1.4,0.0%,International Finance Corporation ,Slovenia
2021,IDA,1.29,0.0%,International Development Association ,Slovenia
2021,UN,1.19,0.0%,United Nations,Slovenia
2021,IBRD,1.1,0.0%,International Bank for Reconstruction and Development ,Slovenia
2021,EIB,0.81,0.0%,European Investment Bank ,Slovenia
2021,International Development Association - Multilateral Debt Relief Initiative,0.45,0.0%,International Development Association - Multilateral Debt Relief Initiative,Slovenia
2021,Council of Europe,0.34,0.0%,Council of Europe,Slovenia
2021,FAO,0.33,0.0%,Food and Agricultural Organisation,Slovenia
2021,World Health Organisation - assessed contributions,0.3,0.0%,World Health Organisation - assessed contributions,Slovenia
2021,"United Nations Department of Peace Operations - UN peacekeeping operations [only MINURSO, MINUSCA, MINUSMA, MINUJUSTH, MONUSCO, UNAMID, UNIFIL, UNISFA, UNMIK, UNMIL, UNMISS, UNOCI]. Report contributions mission by mission in CRS++.",0.29,0.0%,"United Nations Department of Peace Operations - UN peacekeeping operations [only MINURSO, MINUSCA, MINUSMA, MINUJUSTH, MONUSCO, UNAMID, UNIFIL, UNISFA, UNMIK, UNMIL, UNMISS, UNOCI]. Report contributions mission by mission in CRS++.",Slovenia
2021,Organization for Security and Co-operation in Europe,0.25,0.0%,Organization for Security and Co-operation in Europe,Slovenia
2021,MLF-MP,0.21,0.0%,Multilateral Fund for the Implementation of the Montreal Protocol ,Slovenia
2021,International Labour Organisation - Assessed Contributions,0.21,0.0%,International Labour Organisation - Assessed Contributions,Slovenia
2021,"United Nations Educational, Scientific and Cultural Organisation",0.18,0.0%,"United Nations Educational, Scientific and Cultural Organisation",Slovenia
2021,UNWTO,0.14,0.0%,World Tourism Organization,Slovenia
2021,UNEP,0.14,0.0%,United Nations Environment Programme ,Slovenia
2021,International Atomic Energy Agency - assessed contributions,0.12,0.0%,International Atomic Energy Agency - assessed contributions,Slovenia
2021,UNIDO,0.11,0.0%,United Nations Industrial Development Organisation ,Slovenia
2021,International Atomic Energy Agency (Contributions to Technical Cooperation Fund Only),0.08,0.0%,International Atomic Energy Agency (Contributions to Technical Cooperation Fund Only),Slovenia
2021,Global Environment Facility - Least Developed Countries Fund,0.06,0.0%,Global Environment Facility - Least Developed Countries Fund,Slovenia
2021,International Organisation for Migration ,0.05,0.0%,International Organisation for Migration ,Slovenia
2021,UNICEF,0.03,0.0%,United Nations Children's Fund ,Slovenia
2021,United Nations Peacebuilding Fund,0.03,0.0%,United Nations Peacebuilding Fund,Slovenia
2021,WOAH,0.03,0.0%,World Organisation for Animal Health,Slovenia
2021,European and Mediterranean Plant Protection Organisation ,0.03,0.0%,European and Mediterranean Plant Protection Organisation ,Slovenia
2021,United Nations Framework Convention on Climate Change ,0.02,0.0%,United Nations Framework Convention on Climate Change ,Slovenia
2021,OECD Development Centre ,0.02,0.0%,OECD Development Centre ,Slovenia
2021,International Telecommunications Union,0.02,0.0%,International Telecommunications Union,Slovenia
2021,International Organisation of the Francophonie,0.01,0.0%,International Organisation of the Francophonie,Slovenia
2021,International Renewable Energy Agency,0.01,0.0%,International Renewable Energy Agency,Slovenia
2021,Convention to Combat Desertification ,0.01,0.0%,Convention to Combat Desertification ,Slovenia
2021,Universal Postal Union ,0.01,0.0%,Universal Postal Union ,Slovenia
2021,CITES,0.01,0.0%,Convention on International Trade in Endangered Species of Wild Flora and Fauna,Slovenia
2021,World Intellectual Property Organisation ,0.0,0.0%,World Intellectual Property Organisation ,Slovenia
2021,ICGEB,0.0,0.0%,International Centre for Genetic Engineering and Biotechnology,Slovenia
2021,World Meteorological Organisation ,0.0,0.0%,World Meteorological Organisation ,Slovenia
2022,European Commission - Development Share of Budget,70.69,0.13%,European Commission - Development Share of Budget,Slovenia
2022,European Commission - European Development Fund,6.62,0.01%,European Commission - European Development Fund,Slovenia
2022,IDA,1.64,0.0%,International Development Association ,Slovenia
2022,IFC,1.5,0.0%,International Finance Corporation ,Slovenia
2022,CEF,1.44,0.0%,Center of Excellence in Finance,Slovenia
2022,GEF-TF,1.44,0.0%,Global Environment Facility Trust Fund,Slovenia
2022,UN,1.22,0.0%,United Nations,Slovenia
2022,IBRD,1.16,0.0%,International Bank for Reconstruction and Development ,Slovenia
2022,"United Nations Department of Peace Operations - UN peacekeeping operations [only MINURSO, MINUSCA, MINUSMA, MINUJUSTH, MONUSCO, UNAMID, UNIFIL, UNISFA, UNMIK, UNMIL, UNMISS, UNOCI]. Report contributions mission by mission in CRS++.",1.07,0.0%,"United Nations Department of Peace Operations - UN peacekeeping operations [only MINURSO, MINUSCA, MINUSMA, MINUJUSTH, MONUSCO, UNAMID, UNIFIL, UNISFA, UNMIK, UNMIL, UNMISS, UNOCI]. Report contributions mission by mission in CRS++.",Slovenia
2022,EIB,0.79,0.0%,European Investment Bank ,Slovenia
2022,International Development Association - Multilateral Debt Relief Initiative,0.6,0.0%,International Development Association - Multilateral Debt Relief Initiative,Slovenia
