Donor,Year,ODA AS % GNI,Total ODA
Hungary,2018,0.21%,335.10748258259997
Hungary,2019,0.21%,376.6601394504
Hungary,2020,0.27%,502.4046637584
Hungary,2021,0.28%,483.67667574719997
Hungary,2022,0.26%,443.08555199999995
Hungary,2023,0.13%,267.6130843698
Hungary,2024,0.15%,374.7276
Hungary,2025,0.15%,385.4682
