Year,Multi_short,ODA,Share,Full Name,Donor
2023,CGIAR ,4.33,0.01%,CGIAR Fund,Belgium
2023,United Nations Entity for Gender Equality and the Empowerment of Women,4.33,0.01%,United Nations Entity for Gender Equality and the Empowerment of Women,Belgium
2023,FAO,3.27,0.01%,Food and Agricultural Organisation,Belgium
2023,Joint United Nations Programme on HIV/AIDS ,3.24,0.01%,Joint United Nations Programme on HIV/AIDS ,Belgium
2023,Council of Europe,3.17,0.01%,Council of Europe,Belgium
2023,United Nations High Commissioner for Human Rights (extrabudgetary contributions only),2.7,0.0%,United Nations High Commissioner for Human Rights (extrabudgetary contributions only),Belgium
2023,International Atomic Energy Agency - assessed contributions,2.39,0.0%,International Atomic Energy Agency - assessed contributions,Belgium
2023,MLF-MP,1.79,0.0%,Multilateral Fund for the Implementation of the Montreal Protocol ,Belgium
2023,International Organisation for Migration ,1.69,0.0%,International Organisation for Migration ,Belgium
2023,"United Nations Educational, Scientific and Cultural Organisation",1.69,0.0%,"United Nations Educational, Scientific and Cultural Organisation",Belgium
2023,West African Development Bank,1.43,0.0%,West African Development Bank,Belgium
2023,International Atomic Energy Agency (Contributions to Technical Cooperation Fund Only),0.81,0.0%,International Atomic Energy Agency (Contributions to Technical Cooperation Fund Only),Belgium
2023,Sahel and West Africa Club ,0.22,0.0%,Sahel and West Africa Club ,Belgium
2023,Mekong River Commission ,0.19,0.0%,Mekong River Commission ,Belgium
2023,United Nations Framework Convention on Climate Change ,0.16,0.0%,United Nations Framework Convention on Climate Change ,Belgium
2023,Convention to Combat Desertification ,0.07,0.0%,Convention to Combat Desertification ,Belgium
2023,International Renewable Energy Agency,0.06,0.0%,International Renewable Energy Agency,Belgium
2023,UNWTO,0.06,0.0%,World Tourism Organization,Belgium
2023,Geneva International Centre for Humanitarian Demining ,0.01,0.0%,Geneva International Centre for Humanitarian Demining ,Belgium
