Donor,Year,ODA AS % GNI,Total ODA
Greece,2019,0.18%,404.611453
Greece,2020,0.17%,353.271176
Greece,2021,0.16%,351.402295
Greece,2022,0.17%,392.384232
Greece,2023,0.14%,334.32
Greece,2024,0.14%,345.352518
Greece,2025,0.13%,317.0
Greece,2026,0.13%,323.0
