Year,Multi_short,ODA,Share,Full Name,Donor
2023,International Atomic Energy Agency - assessed contributions,0.94,0.0%,International Atomic Energy Agency - assessed contributions,Norway
2023,GGGI,0.76,0.0%,Global Green Growth Institute,Norway
2023,International Atomic Energy Agency (Contributions to Technical Cooperation Fund Only),0.64,0.0%,International Atomic Energy Agency (Contributions to Technical Cooperation Fund Only),Norway
2023,African Tax Administration Forum,0.47,0.0%,African Tax Administration Forum,Norway
2023,International Agency for Research on Cancer,0.4,0.0%,International Agency for Research on Cancer,Norway
2023,World Trade Organisation - Advisory Centre on WTO Law,0.38,0.0%,World Trade Organisation - Advisory Centre on WTO Law,Norway
2023,International Telecommunications Union,0.31,0.0%,International Telecommunications Union,Norway
2023,United Nations Framework Convention on Climate Change ,0.1,0.0%,United Nations Framework Convention on Climate Change ,Norway
2023,International Renewable Energy Agency,0.08,0.0%,International Renewable Energy Agency,Norway
2023,Universal Postal Union ,0.07,0.0%,Universal Postal Union ,Norway
2023,Intergovernmental Panel on Climate Change ,0.05,0.0%,Intergovernmental Panel on Climate Change ,Norway
2023,CITES,0.04,0.0%,Convention on International Trade in Endangered Species of Wild Flora and Fauna,Norway
2023,World Intellectual Property Organisation ,0.01,0.0%,World Intellectual Property Organisation ,Norway
