Donor,Year,ODA AS % GNI,Total ODA
Ireland,2018,0.31%,976.903467315
Ireland,2019,0.32%,1041.09493545
Ireland,2020,0.31%,1041.3976404
Ireland,2021,0.3%,1166.17847616
Ireland,2022,0.63%,2566.89495
Ireland,2023,0.67%,2816.63096628
Ireland,2024,0.51%,2279.1
Ireland,2025,0.51%,2330.22
