Year,ODA,Share,Full Name,donor
2020,30.8399,0.1381945035691401,global alliance for vaccines and immunization,Italy
2020,3.2326,0.014485376160026533,international bank for reconstruction and development,Italy
2020,1.1251,0.005041606359477155,united nations children’s fund,Italy
2020,1.1846,0.0053082276183776,united nations relief and works agency for palestine refugees in the near east,Italy
2020,0.0019,8.513956166568834e-06,african development bank,Italy
2020,59.16839999999999,0.2651353494979007,global fund to fight aids tuberculosis and malaria,Italy
2020,0.2536,0.0011363890967588718,world food programme,Italy
2020,0.7402,0.0033168580813127636,food and agricultural organisation,Italy
2020,0.14609999999999998,0.0006546784189135297,united nations development programme,Italy
2020,0.19840000000000002,0.0008890362649722404,global environment facility trust fund,Italy
2020,0.0187,8.379525279728273e-05,united nations,Italy
2020,10.956900000000001,0.04909819280077793,world health organisation assessed contributions,Italy
2020,0.259,0.0011605866563901726,inter american development bank inter american investment corporation and multilateral investment fund,Italy
