Donor,year,Rio Marker,Cross-cutting,Bilateral ODA,Share
Latvia,2022,Adaptation,0.06,0.05,100.0%
Latvia,2022,Mitigation,0.06,0.0,51.8%
Latvia,2023,Adaptation,0.06,0.18,100.0%
Latvia,2023,Mitigation,0.06,0.0,24.6%
