Donor,year,Rio Marker,Cross-cutting,Bilateral ODA,Share
Norway,2022,Adaptation,181.77,168.84,33.5%
Norway,2022,Mitigation,181.77,696.22,83.9%
Norway,2023,Adaptation,170.53,495.25,50.2%
Norway,2023,Mitigation,170.53,659.48,62.6%
