Donor,year,Rio Marker,Cross-cutting,Bilateral ODA,Share
Estonia,2022,Adaptation,0.0,0.22,100.0%
Estonia,2022,Mitigation,0.0,0.0,0.0%
Estonia,2023,Adaptation,2.17,0.02,78.2%
Estonia,2023,Mitigation,2.17,0.61,99.2%
