"","Year","FLN","Percent_FLN"
"1","2017",44.373082,0.0410341347431859
"2","2018",139.53869,0.133576334905754
"3","2019",171.212043,0.146922047381952
"4","2020",144.970075,0.19138716334285
"5","2021",97.875346,0.154769360415108
