"","Year","FLN","Percent_FLN"
"1","2017",4.90741,0.0111435949929441
"2","2018",4.129005,0.0104087878458398
"3","2019",4.371854,0.0110373967467797
"4","2020",9.287256,0.0220892359651398
"5","2021",8.354052,0.0231971749093476
