"","Year","FLN","Percent_FLN"
"1","2017",0.438522,0.000185087566338113
"2","2018",0.235309,0.0000877274113848654
"3","2019",0.814631,0.000264874627513989
"4","2020",1.258792,0.000373023062954999
"5","2021",1.173174,0.000345824967157956
